Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
Army Navy Country Club (Fairfax),,Fairfax,,Private,https://www.ancc.org/,,,private,,Private club — members only. Fairfax campus (3315 Blenheim Blvd) of Army Navy Country Club. | Region: Northern Virginia | Phone: (703) 359-5825
Country Club of Fairfax,,Fairfax,,Private,https://www.ccfairfax.org/,,,private,,Private club — members only. | Region: Northern Virginia | Phone: (703) 273-3100
International Country Club,,Fairfax,,Closed,,,,no,,CLOSED — Private club reported permanently closed (course ceased operation circa 2018-2019; property redeveloped). No active website or phone found. | Region: Northern Virginia
Penderbrook Golf Club,,Fairfax,,Public,https://www.penderbrookgolfclub.com/,chronogolf,https://www.chronogolf.com/club/penderbrook-golf-club,yes,high,18-hole public course; Chronogolf page confirmed with active online booking. | Region: Northern Virginia | Phone: (703) 385-3700
Burke Lake Golf Center,,Fairfax Station,,Municipal,https://www.fairfaxcounty.gov/parks/golf/burke-lake,teeitup,https://fairfax-county-mco.book.teeitup.golf/?course=3485,yes,high,Fairfax County Park Authority 18-hole par-3 course. Shared FCPA booking engine (JS app; URL confirmed live and linked from official county tee-times page). | Region: Northern Virginia | Phone: (703) 323-1641 | Shared FCPA tenant; facility pinned from the alias facilities list (probe 2026-07-28) so we never publish a sibling course sheet.
Jefferson Golf Course (Jefferson District),,Falls Church,,Municipal,https://www.fairfaxcounty.gov/parks/golf/jefferson,teeitup,https://fairfax-county-mco.book.teeitup.golf/?course=17001,yes,high,"Fairfax County Park Authority 9-hole course. Shared FCPA booking engine (JS app; confirmed live, linked from official county site). | Region: Northern Virginia | Phone: (703) 573-0444 | Shared FCPA tenant; facility pinned from the alias facilities list (probe 2026-07-28) so we never publish a sibling course sheet."
Fort Belvoir Golf Club,,Fort Belvoir,,Semi-Private,https://belvoir.armymwr.com/programs/golf-club,other:webtrac,https://webtrac.mwr.army.mil/webtrac103/wbwsc/belvoirrectrac.wsc/wbsplash.html?wbp=1,yes,high,"36-hole Army MWR facility (Gunston and Woodlawn courses). Military access required for the base gate, but rate categories include the general public (Category C). WebTrac portal confirmed loading. | Region: Northern Virginia | Phone: (703) 806-5878"
Cannon Ridge Golf Club,,Fredericksburg,,Closed,,,,no,,Course closed permanently (circa 2014). Recorded for completeness. | Region: Northern Virginia
Fredericksburg Country Club,,Fredericksburg,,Private,https://fredericksburgcountryclub.com/,,,private,,Private club — members only (founded 1922). | Region: Northern Virginia | Phone: (540) 373-4171
Lee's Hill Golfers' Club,,Fredericksburg (Spotsylvania),,Closed,,,,no,,Course closed permanently (circa 2017). Recorded for completeness. | Region: Northern Virginia
The Gauntlet Golf Club (Curtis Park),,Fredericksburg (Stafford County),,Public,https://golfgauntlet.com/,clubcaddie,https://apimanager-cc29.clubcaddie.com/webapi/view/ebfdabab,yes,high,P.B. Dye course in Curtis Memorial Park. Club Caddie booking URL quoted from golfgauntlet.com; the engine is a JS app (loads but renders client-side). | Region: Northern Virginia | Phone: (540) 212-2938
Heritage Hunt Golf and Country Club,,Gainesville,,Semi-Private,https://www.heritagehunt.net/,,,no,,Arthur Hills course in a 55+ community; golf memberships offered to residents and non-residents. No public online tee sheet found — outside play by inquiry/phone. | Region: Northern Virginia | Phone: (703) 743-2000
Robert Trent Jones Golf Club,,Gainesville,,Private,https://www.rtjgc.com/,,,private,,Private club — members only. Exclusive club on Lake Manassas; former Presidents Cup venue. | Region: Northern Virginia | Phone: (703) 754-4050
Stonewall Golf Club,,Gainesville,,Public,https://www.stonewallgolfclub.com/,golfnow,https://www.golfnow.com/tee-times/facility/8642-stonewall-golf-club/search,yes,high,Upscale public course at Lake Manassas. Course site's tee-times page does not expose a separate engine (site built on GolfNow/Golf Channel Solutions); GolfNow tee sheet confirmed loading. | Region: Northern Virginia | Phone: (703) 753-5101
Virginia Oaks Golf Club,,Gainesville,,Closed,,,,no,,Course closed permanently in 2018 (property redeveloped). Recorded for completeness. | Region: Northern Virginia
River Bend Golf and Country Club,,Great Falls,,Private,https://www.rbgcc.org/,,,private,,Private club — members only. Contact info per Chronogolf directory listing. | Region: Northern Virginia | Phone: (703) 759-2640
Bull Run Golf Club,,Haymarket,,Public,https://www.golfbullrun.com/,golfnow,https://www.golfnow.com/tee-times/facility/650-bull-run-golf-club/search,yes,high,Rick Jacobson-designed public course (Raspberry Golf Management). Own website is JS/bot-blocked so its native engine could not be read; GolfNow tee sheet confirmed loading. Phone per Chronogolf directory. | Region: Northern Virginia | Phone: (703) 753-7777
Dominion Valley Country Club,,Haymarket,,Private,https://www.invitedclubs.com/clubs/dominion-valley-country-club,,,private,,"Private club — members only. Invited (ClubCorp) club; Arnold Palmer Signature golf, including the Regency at Dominion Valley course within the same club. | Region: Northern Virginia | Phone: (571) 222-6900"
Evergreen Country Club,,Haymarket,,Private,https://www.evergreencc.org/,,,private,,Private club — members only. | Region: Northern Virginia | Phone: (703) 754-4125
Piedmont Club,,Haymarket,,Private,https://www.invitedclubs.com/clubs/piedmont-club-haymarket,,,private,,Private club — members only. Invited (ClubCorp) club. | Region: Northern Virginia | Phone: (703) 753-5922
Herndon Centennial Golf Course,,Herndon,,Municipal,https://www.herndongolf.com/,teeitup,https://herndon-centennial-golf-course.book.teeitup.com/,yes,high,Town of Herndon 18-hole municipal course. Link from herndongolf.com tee-times page (play.teeitup.golf redirects to this live booking tenant). | Region: Northern Virginia | Phone: (703) 471-5769
South Wales Golf Course,,Jeffersonton (Culpeper County),,Public,https://www.southwalesgc.com/,chronogolf,https://www.chronogolf.com/club/south-wales-golf-club,yes,high,27-hole public facility. Course website confirms it is open and directs online booking to Chronogolf; Chronogolf page confirmed with active booking. | Region: Northern Virginia | Phone: (540) 937-3250
Cameron Hills Golf Links,,King George,,Public,,,,no,,Operating status uncertain — former domain cameronhills.com lapsed/parked and no booking channel found; Chronogolf listing showed no online booking. Call to confirm before relying on this entry. | Region: Northern Virginia | Phone: (540) 775-4653
Goose Creek Golf Club,,Leesburg,,Closed,,,,no,,CLOSED — Course confirmed permanently closed (directory listings mark it CLOSED; property slated for redevelopment). Recorded for completeness. | Region: Northern Virginia
Raspberry Falls Golf and Hunt Club,,Leesburg,,Public,https://www.raspberryfalls.com/,golfnow,https://www.golfnow.com/tee-times/facility/639-raspberry-falls-golf-and-hunt-club/search,yes,high,Gary Player signature public course (Raspberry Golf Management). Own website tee-times page is JS/bot-blocked so its native engine could not be read; GolfNow tee sheet for the course confirmed loading. Phone per Chronogolf directory. | Region: Northern Virginia | Phone: (703) 779-2555
River Creek Club,,Leesburg,,Private,https://www.invitedclubs.com/clubs/river-creek-club,,,private,,Private club — members only. Invited (ClubCorp) club at the confluence of the Potomac and Goose Creek. | Region: Northern Virginia | Phone: (703) 779-2022
Westpark Golf Club,,Leesburg,,Closed,,,,no,,Course closed permanently (circa 2018; town approved redevelopment of the property). Recorded for completeness. | Region: Northern Virginia
The Golf Club at Lansdowne (Lansdowne Resort),,Leesburg (Lansdowne),,Private,https://golfatlansdowne.com/,,,private,,45 holes (Robert Trent Jones II and Greg Norman designs) at Lansdowne Resort; now operated as a private membership club under Heritage Golf Group. No public online tee sheet found. | Region: Northern Virginia | Phone: (703) 729-4071
Laurel Hill Golf Club,,Lorton,,Municipal,https://www.fairfaxcounty.gov/parks/golf/laurel-hill,teeitup,https://fairfax-county-mco.book.teeitup.golf/?course=4595,yes,high,Fairfax County Park Authority premier 18-hole daily-fee course (Bill Love design). Shared FCPA booking engine; separate members portal at laurel-hill-members.book.teeitup.golf. | Region: Northern Virginia | Phone: (703) 493-8849 | Shared FCPA tenant; facility pinned from the alias facilities list (probe 2026-07-28) so we never publish a sibling course sheet.
Pohick Bay Golf Course,,Lorton,,Municipal,https://www.novaparks.com/golf/pohick-bay-golf-course,teeitup,https://nova-parks.book.teeitup.com/?course=1172,yes,high,NOVA Parks (regional park authority) 18-hole course. Booking link taken from official NOVA Parks course page; TeeItUp is a JS app. | Region: Northern Virginia | Phone: (703) 339-8585
General's Ridge Golf Course,,Manassas Park,,Closed,,,,no,,CLOSED — Municipal course closed permanently in May 2019 (final rounds reported by InsideNoVa; Yelp marks it CLOSED). Recorded for completeness. | Region: Northern Virginia
Montclair Country Club,,Montclair (Dumfries),,Private,,,,private,,"Private club — members only (18-hole Algie Pulley design, 1972). Club's former domain (montclaircc.com) is no longer associated with the club and current contact info could not be verified online. | Region: Northern Virginia"
Prince William Golf Course,,Nokesville,,Public,https://www.princewilliamgolf.com/,teeitup,https://prince-william-golf-course.book.teeitup.golf/,yes,high,18-hole course managed by Indigo Sports. TeeItUp tenant URL taken from the course's own site (JS app; tenant confirmed live). | Region: Northern Virginia | Phone: (703) 754-7111
Oakmont Golf Center (formerly Oak Marr),,Oakton,,Municipal,https://www.fairfaxcounty.gov/parks/golf/oak-marr,teeitup,https://fairfax-county-mco.book.teeitup.golf/?course=17002,yes,high,Fairfax County Park Authority 9-hole par-3 complex; county pages now use the name Oakmont Golf Center. Shared FCPA booking engine. | Region: Northern Virginia | Phone: (703) 255-5390 | Shared FCPA tenant; facility pinned from the alias facilities list (probe 2026-07-28) so we never publish a sibling course sheet.
Trump National Golf Club Washington D.C.,,Potomac Falls (Sterling),,Private,https://www.trumpnationaldc.com/,,,private,,Private club — members only. Two 18-hole championship courses on Lowes Island. | Region: Northern Virginia | Phone: (703) 444-4801
Loudoun Golf and Country Club,,Purcellville,,Private,https://www.loudoungolf.com/,,,private,,Private club — members only. Founded 1927. | Region: Northern Virginia | Phone: (540) 338-7679
Medal of Honor Golf Course,,Quantico,,Semi-Private,https://quantico.usmc-mccs.org/golf,chronogolf,https://www.chronogolf.com/club/medal-of-honor-golf-course,yes,high,MCCS course on Marine Corps Base Quantico; open to the public with base-access requirements (call pro shop for civilian access). Chronogolf booking confirmed and linked from the official MCCS golf page. | Region: Northern Virginia | Phone: (703) 784-2424
Hidden Creek Country Club,,Reston,,Private,https://www.hiddencreekcc.com/,,,private,,Private club — members only. Established 1963; still operating per current club website. | Region: Northern Virginia | Phone: (703) 437-5222
Reston National Golf Course,,Reston,,Public,https://restonnationalgc.com/,chronogolf,https://www.chronogolf.com/club/reston-national-golf-course,yes,high,"18-hole public course; Chronogolf booking confirmed (course site embeds the Chronogolf widget, club ID 14474). | Region: Northern Virginia | Phone: (703) 620-9333"
Stoneleigh Golf Club,,Round Hill,,Private,https://www.stoneleighgolf.com/,,,private,,Club website now describes it as a private golf club (historically semi-private with public tee times). No public online tee sheet found; stale listings persist on GolfNow/TeeOff. | Region: Northern Virginia | Phone: (540) 338-4653
Mattaponi Springs Golf Club,,Ruther Glen (Caroline County),,Public,https://www.mattaponisprings.com/,teeitup,https://mattaponi-springs-golf-club.book.teeitup.com/,yes,high,Bob Lohmann-designed public course. Booking URL quoted from the course's own website (JS app; tenant confirmed live). | Region: Northern Virginia | Phone: (804) 633-7888
Pendleton Golf Club,,Ruther Glen (Caroline/Spotsylvania line),,Public,,teeitup,https://pendleton-golf-club.book.teeitup.com/,yes,medium,"Public course in the Pendleton community. A live TeeItUp tenant named pendleton-golf-club exists (nonexistent tenants return an error page), but the JS app prevented confirming the course identity, and the club's former website domain has lapsed. Phone per GolfVirginia directory. | Region: Northern Virginia | Phone: (804) 448-4727"
South Riding Golf Club,,South Riding,,Public,https://www.southridinggc.com/,golfnow,https://www.golfnow.com/tee-times/facility/2476-south-riding-golf-club/search,yes,high,"18-hole public course (Dan Maples design). Own website (southridinggc.com) blocks automated access (403), so a native engine could not be confirmed; GolfNow tee sheet confirmed loading and Chronogolf shows no online booking. | Region: Northern Virginia | Phone: (703) 327-3673"
Fawn Lake Country Club,,Spotsylvania,,Private,https://www.fawnlakecc.com/,,,private,,Private club — members only. Arnold Palmer Signature course in gated Fawn Lake community. | Region: Northern Virginia | Phone: (540) 972-6200
Springfield Golf and Country Club,,Springfield,,Private,https://www.sgccva.org/,,,private,,Private club — members only. Contact info per Chronogolf directory listing. | Region: Northern Virginia | Phone: (703) 451-8338
Augustine Golf Club,,Stafford,,Public,https://www.golfaugustine.com/,golfnow,https://www.golfnow.com/tee-times/facility/1122-augustine-golf-club/search,yes,high,Upscale public course (Raspberry Golf Management). Own website is JS/bot-blocked so its native engine could not be read; GolfNow tee sheet confirmed loading. Phone per Chronogolf directory. | Region: Northern Virginia | Phone: (540) 720-7374
Aquia Harbour Golf Club,,Stafford (Aquia Harbour),,Semi-Private,https://aquiagolf.com/,,,no,,9-hole course inside the gated Aquia Harbour community but open to daily public play. No online tee sheet found — bookings by phone. | Region: Northern Virginia | Phone: (540) 659-4478
Algonkian Golf Course,,Sterling,,Municipal,https://www.novaparks.com/golf/algonkian-golf-course,teeitup,https://nova-parks.book.teeitup.com/?course=1136,yes,high,NOVA Parks 18-hole course along the Potomac. Booking link taken from official NOVA Parks course page. | Region: Northern Virginia | Phone: (703) 450-4655
Forest Greens Golf Club,,Triangle,,Municipal,https://www.forestgreens.com/,teeitup,https://forest-greens-golf-club.book.teeitup.golf/,yes,high,Prince William County course managed by Indigo Sports. TeeItUp tenant URL taken from the course's own site navigation (JS app; tenant confirmed live). | Region: Northern Virginia | Phone: (703) 221-0123
Westwood Country Club,,Vienna,,Private,,,,private,,Private club — members only. Phone per Chronogolf directory listing; official website could not be verified (directory-listed domain appears to belong to another club). | Region: Northern Virginia | Phone: (703) 938-2593
Fauquier Springs Country Club,,Warrenton,,Semi-Private,https://www.fauquiersprings.com/,,,no,,Member-focused country club that has historically allowed limited outside play. No online public tee sheet found — call for access. | Region: Northern Virginia | Phone: (540) 347-4205
Lake Ridge Golf Course,,Woodbridge,,Municipal,https://www.lakeridgegc.com/,teeitup,https://lake-ridge-golf-course.book.teeitup.golf/,yes,high,9-hole Prince William County course (Indigo Sports managed); home of First Tee Prince William. Site advertises the new booking engine; live TeeItUp tenant confirmed (nonexistent tenants return an error page). | Region: Northern Virginia | Phone: (703) 494-5564
Old Hickory Golf Club,,Woodbridge,,Public,https://www.golfoldhickory.com/,golfnow,https://www.golfnow.com/tee-times/facility/654-old-hickory-golf-club/search,yes,high,18-hole public course. Own website (golfoldhickory.com) is JS/bot-blocked so its native engine could not be read; GolfNow tee sheet for the course confirmed loading. Phone per Chronogolf directory. | Region: Northern Virginia | Phone: (703) 580-9000
Osprey's Golf Club at Belmont Bay,,Woodbridge,,Closed,,,,no,,Course closed permanently (reported closed in 2019). Recorded for completeness. | Region: Northern Virginia
Amelia Golf & Country Club,,Amelia Court House,,Semi-Private,https://ameliagcc.com,teeitup,https://amelia-golf-country-club.book.teeitup.com/,yes,medium,"Semi-private course - public welcome, members get benefits. Official site has a 'Book a Tee Time' button whose destination is JS-hidden; a TeeItUp tenant subdomain exactly matching the club loads a booking shell but branding could not be confirmed in the fetch. | Region: Richmond Metro | Phone: (804) 561-2640"
Hanover Golf Club,,Ashland,,Public,https://www.hanovergolfva.com,teeitup,https://hanover-golf-club-va.book.teeitup.com/,yes,high,"Formerly private Hanover Country Club; went semi-private 2018, sold 2022 to local owners and now daily-fee public. Booking URL taken from official tee-times page; TeeItUp app loads (JS shell). GolfNow facility 8095 also active. | Region: Richmond Metro | Phone: (804) 798-8381"
Nottoway River Country Club,,Blackstone,,Private,,,,private,,"Private club - members only; small-town club opened 1963 on Country Club Rd, Nottoway County. No website found. | Region: Richmond Metro | Phone: (804) 292-4485"
River's Bend Golf Club,,Chester,,Closed,,,,no,,Permanently closed. Yelp lists the course as closed and the former domain riversbendgolf.com is parked for sale; 18-hole James River-area course no longer operating. | Region: Richmond Metro
Birkdale Golf Club,,Chesterfield,,Semi-Private,https://www.acumengolf.com/birkdale/,teeitup,https://acumen-public.book.teeitup.com/?course=16391,yes,high,"Acumen Golf-managed. Public booking URL taken from official site (shared Acumen TeeItUp portal, course=16391); app loads as JS shell titled 'Tee Times'. Members use acumen-members.book.teeitup.com. | Region: Richmond Metro | Phone: (804) 739-8800"
Lake Chesdin Golf Club,,Chesterfield,,Semi-Private,https://www.lakechesdingolfclub.com,teeitup,https://acumen-public.book.teeitup.com/?course=14126,yes,high,Private club that allows limited public play; Acumen Golf-managed. Official tee-times page links to the shared Acumen public TeeItUp portal (loads as JS shell) or phone booking. | Region: Richmond Metro | Phone: (804) 590-0031 | Pinned facility 14126 from acumen-public facilities list (probe 2026-07-28).
The Golf Club at The Highlands,,Chesterfield,,Semi-Private,https://www.highlands-golf.com,teeitup,https://the-golf-club-at-the-highlands.book.teeitup.golf/,yes,high,Open; booking URL taken from official tee-times page (members use gchighlandsmem.ezlinksgolf.com). Site notes greens renovation with six temporary greens (mid-2026). TeeItUp app loads as JS shell. | Region: Richmond Metro | Phone: (804) 796-4800
Crewe Country Club,,Crewe,,Private,,,,private,,Private club - members only; 9-hole course opened 1940 in Nottoway County. No website found. | Region: Richmond Metro | Phone: (804) 645-7240
Prince George Golf Course,,Disputanta,,Semi-Private,,,,unknown,low,Semi-private 18-hole course (opened 1972). No online booking engine found - not on Chronogolf (listing shows no online booking) and no valid TeeItUp tenant; official website unreachable during checks. Book by phone. | Region: Richmond Metro | Phone: (804) 991-2251
Cardinal Golf Club at Fort Gregg-Adams,,Fort Gregg-Adams (Prince George),,Semi-Private,https://lee.armymwr.com/programs/cardinal-golf-club,,,no,,"27-hole Army MWR championship course (Red/White/Blue nines), now open to the public (REAL ID / base access required). MWR page instructs golfers to call the pro shop for tee times - no online booking. | Region: Richmond Metro | Phone: (804) 734-2899"
Hunting Hawk Golf Club,,Glen Allen,,Public,https://www.huntinghawkgolf.com,quick18,https://huntinghawkflinggolf.quick18.com/teetimes/searchmatrix,yes,medium,"Quick18 platform confirmed via official Google Play app (com.quick18.huntinghawk) and indexed tee sheet, but both the Quick18 tee sheet and the club website block automated fetches (robots.txt), so the page could not be loaded to confirm. Alternate portal huntinghawk.play18.com also indexed. | Region: Richmond Metro | Phone: (804) 749-1900"
The Crossings Golf Club,,Glen Allen,,Municipal,https://www.thecrossingsgc.com,other:unclaimed-chronogolf,,unknown,low,18-hole Joe Lee design purchased by Henrico County; Chronogolf listing fetched and confirmed correct club (800 Virginia Center Pkwy). | Region: Richmond Metro | Phone: (804) 261-0000 | Chronogolf club page is an UNCLAIMED listing: club-level online_booking_enabled=false and the marketplace API returned 0 tee times for tomorrow while control Penderbrook served 52 in the same probe (2026-07-28). Where this course actually sells tee times is open work.
The Dominion Club,,Glen Allen,,Private,https://www.thedominionclub.com,,,private,,"Private club - members only; Curtis Strange-designed course in the Wyndham community, Henrico County (~800 member families). | Region: Richmond Metro | Phone: (804) 360-1200"
The Federal Club,,Glen Allen,,Private,https://www.thefederalclub.com,,,private,,Private club - members only; Pete Dye-associated design in Hanover County at 13450 Palmer's Way. | Region: Richmond Metro | Phone: (804) 798-4996
Royal Virginia Golf Club,,Hadensville,,Closed,,,,no,,"Permanently closed. Former Goochland County course sold in 2022 for a proposed COVID memorial; parts of the property have since gone through re-listing, auction and bankruptcy proceedings (2023-2026). Not operating as a golf course. | Region: Richmond Metro"
Belmont Golf Course,,Henrico,,Municipal,https://playgolfrva.org/belmont/,chronogolf,https://www.chronogolf.com/club/belmont-golf-course-virginia,yes,high,"Henrico County-owned, operated by First Tee Greater Richmond; 12-hole championship routing plus 6-hole short course and 18-hole putting course. Chronogolf listing fetched and confirmed (1600 Hilliard Rd); club website is built on Lightspeed Golf platform. | Region: Richmond Metro | Phone: (804) 424-3249"
Jordan Point Golf Club,,Hopewell,,Closed,,,,no,,Closed since 2015 foreclosure. Property purchased in 2022 by neighboring brewery owner with stated plans to revive the golf course; no confirmed reopening as of July 2026 (subsequent news covers restaurants at Jordan Point only). | Region: Richmond Metro
The Greens at Tanyard Golf Club,,Louisa,,Public,https://tanyardgolfcourse.com,,,no,,Family-owned public 18-hole par-72 course (open April-December). Site instructs golfers to call the pro shop to book - no online tee-time engine. | Region: Richmond Metro | Phone: (540) 967-1889
Hermitage Country Club,,Manakin-Sabot,,Private,https://www.hermitagecountryclub.com,,,private,,Private club - members only; 36 holes (Manakin and Sabot courses) in Goochland County. | Region: Richmond Metro | Phone: (804) 784-5234
Kinloch Golf Club,,Manakin-Sabot,,Private,https://www.kinlochgolfclub.com,,,private,,Private club - members only; nationally ranked Lester George/Vinny Giles design. | Region: Richmond Metro | Phone: (804) 784-8000
Sycamore Creek Golf Course,,Manakin-Sabot,,Public,,chronogolf,https://www.chronogolf.com/club/sycamore-creek-golf-course,yes,high,"Chronogolf listing fetched and confirmed correct course (1991 Manakin Rd, Goochland County) with online reservations enabled ('Reserve now pay later'). Course's own domain was unreachable during checks. Oct 2024 news: early-stage talks with Markel|Eagle about the property's long-term future. | Region: Richmond Metro | Phone: (804) 784-3544"
Brandermill Country Club,,Midlothian,,Semi-Private,https://www.brandermill.cc,,,unknown,low,"Membership-focused club on Swift Creek Reservoir managed by Acumen Golf; acumengolf.com states rounds at both Acumen courses book through the shared public TeeItUp portal, which loads (JS shell). Club site itself emphasizes membership. | Region: Richmond Metro | Phone: (804) 744-1185 | acumen-public /alias/ facilities list names only Lake Chesdin (14126) and Birkdale (16391) - the portal does NOT front Brandermill (probe 2026-07-28). Unpinned it would have published the other two clubs sheets under this name. Where it sells, if anywhere public, is open work."
Independence Golf Club,,Midlothian,,Public,https://www.independencegolfclub.com,clubcaddie,https://apimanager-cc12.clubcaddie.com/webapi/view/dgfdabab,yes,medium,"Booking link taken directly from official website golf page (Championship course; The Bear par-3 short course books at .../egfdabab). Club Caddie booking app is JavaScript-only and returned an empty shell to the verification fetch, so tee sheet could not be visually confirmed. Former Teesnap site is dead (under maintenance). | Region: Richmond Metro | Phone: (804) 601-8600"
Salisbury Country Club,,Midlothian,,Private,,,,private,,Private club - members only; Ed Ault-designed 27+ holes at 13620 W Salisbury Rd. Club website domain did not resolve during checks. | Region: Richmond Metro | Phone: (804) 794-8255
Windy Hill Sports,,Midlothian,,Public,https://www.windyhillsports.com,,,unknown,low,Regulation 9-hole course plus lighted par-3 course at a family sports complex. Golf pages blocked automated fetch (robots.txt) and no online tee-time engine could be identified; homepage 'Book Now' destination unknown - call pro shop. | Region: Richmond Metro | Phone: (804) 794-0010
