Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
Nassau Country Club,,Glen Cove,,Private,https://www.nassaucc.com/,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Nickerson Beach Pitch and Putt,,Lido Beach,,Municipal,https://www.nassaucountyny.gov/1779/Golf,,,no,low,Long Island region | Nassau County | Source sheet verification: NO_ONLINE
North Hempstead Country Club,,Port Washington,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
North Hills Country Club,,Manhasset,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
North Shore Country Club,,Glenwood Landing,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
North Woodmere Park Golf Course,,Woodmere,,Municipal,https://www.nassaucountyny.gov/1779/Golf,other:nassau-county,https://golf.nassaucountyny.gov/,yes,high,"Pro shop (516) 571-7814 | 9 holes (2282 yds, largest county 9); Nassau County-owned; county reservation app/account required — County reservation portal (login/register); resident registration required | Long Island region | Nassau County | Source sheet verification: VERIFIED"
Old Westbury Golf and Country Club,,Old Westbury,,Semi-Private,https://www.owgolf.com/,,,no,low,Pro shop (516) 626-1810 | Long Island region | Nassau County | Source sheet verification: Private
Peninsula Golf Club,,Massapequa,,Public,https://peninsulagolfny.com/,teeitup,https://87b5ee21-e1ec-4d44-8a82-db692b9ed452.book.teeitup.golf/,yes,high,Pro shop (516) 798-9776 | 9-hole regulation; privately operated daily-fee public course; coords approx (50 Nassau Rd) | Long Island region | Nassau County | Source sheet verification: VERIFIED
Pine Hollow Country Club,,East Norwich,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Piping Rock Club,,Locust Valley,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Plandome Country Club,,Plandome,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Rockaway Hunting Club,,Cedarhurst,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Rockville Links Club,,Rockville Centre,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Sands Point Golf Club,,Sands Point,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Tam O'Shanter Country Club,,Brookville,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
The Creek,,Locust Valley,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
The Golf Club at Middle Bay,,Oceanside,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
The Muttontown Club,,East Norwich,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
The Seawane Club,,Hewlett Harbor,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
The Woodcrest Club,,Syosset,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
The Woodmere Club,,Woodmere,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Town of Oyster Bay Golf Course,,Woodbury,,Municipal,https://oysterbaytown.com/departments/parks/golf-course/,other:webtrac,https://golfcourse.oysterbaytown.com/,yes,high,18 holes (Hon. Joseph Colby course); Town of Oyster Bay; online registration/reservation via WebTrac; not a standard scrape engine | Long Island region | Nassau County | Source sheet verification: VERIFIED
Village Club of Sands Point,,Sands Point,,Municipal,,,,no,low,Long Island region | Nassau County | Source sheet verification: NO_ONLINE
Wheatley Hills Golf Club,,East Williston,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Woodside Club,,Syosset,,Private,,,,no,low,Long Island region | Nassau County | Source sheet verification: Private
Atlantic Golf Club,,Bridgehampton,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Baiting Hollow Club,,Baiting Hollow,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Bellport Country Club,,Bellport,,Semi-Private,https://www.bellportgolfclub.com/,other:chelsea,http://bellport.chelseareservations.com/,yes,high,"Pro shop (631) 803-5121 | 18 holes; Village of Bellport (resident priority); Chronogolf listing, own link not confirmed — Village course; own site links to Chelsea Reservations tee-time system; member/resident number + login required | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Bergen Point Golf Course,,West Babylon,,Municipal,https://www.bergenpointgolf.com/,teeitup,https://bergen-point-golf-course.book.teeitup.golf/,yes,high,18 holes; Town of Babylon; concessionaire (Gemelli's); followed own-site book link to TeeItUp; approx coords | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Brentwood Country Club,,Brentwood,,Municipal,https://brentwoodccgolf.com/,foreup,https://foreupsoftware.com/index.php/booking/index/19105,yes,high,Pro shop (631) 436-6060 | 18 holes; Town of Islip municipal; own-site + islipgolf.com confirm ForeUp | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Bretton Woods Country Club,,Coram,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Calverton Links,,Calverton,,Public,http://www.calvertonlinks.com,chronogolf,https://www.chronogolf.com/club/calverton-links,yes,high,"Pro shop (631) 369-5200 | 18 holes; daily-fee; Chronogolf club page live with tee sheet, references own site calvertonlinks.com | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Cedars Golf Club,,Cutchogue,,Executive/Par-3,https://cedarsgolfclub.com/,other:teewire,https://teewire.net/cedarsgolfclub/,yes,high,"Pro shop (631) 734-6363 | 9-hole par-3 (North Fork, B&B); Chronogolf listing + GolfNow 16014; own link not confirmed; approx coords — Own site book link points to TeeWire (non-standard engine) for tee times and TrackMan sim | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Cherry Creek Golf Links,,Riverhead,,Public,https://www.cherrycreeklinks.com/,teeitup,https://cherry-creek-golf-links.book.teeitup.golf/,yes,high,"Pro shop (631) 369-6500 | 18 holes; privately-owned daily-fee; Chronogolf listing + GolfNow 4809; own site 403 in sandbox — Own Squarespace site shows Book Online button but href JS/403; chronogolf + GolfNow 4809 listings exist, host blocked so unconfirmed — Chronogolf listing is a phone-only placeholder (browser-confirmed); engine may have migrated, own-site check pending — Migrated Chronogolf->TeeItUp; own-site Book link confirmed in browser | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Cold Spring Country Club,,Cold Spring Harbor,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Colonial Springs Golf Club,,East Farmingdale,,Semi-Private,https://www.colonialspringsgolf.com/,,,no,low,Pro shop (631) 643-1050 | Long Island region | Suffolk County | Source sheet verification: Private
Crab Meadow Golf Course,,Northport,,Municipal,https://crabmeadow.com/,foreup,https://foreupsoftware.com/index.php/booking/21593/8314,yes,high,Pro shop (631) 757-8800 | 18 holes; Town of Huntington municipal; ForeUp via crabmeadow.com | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Dix Hills Park Golf Course,,Dix Hills,,Municipal,https://www.dixhillsgolf.com/,foreup,https://app.foreupsoftware.com/index.php/booking/21595/8315,yes,high,Pro shop (631) 499-8005 | 9 holes par-31; Town of Huntington municipal; ForeUp via dixhillsgolf.com | Long Island region | Suffolk County | Source sheet verification: VERIFIED
E. Donald Conroy Golf Course,,Babylon,,Executive/Par-3,https://www.villageofbabylonny.gov/e-donald-conroy-golf-course,,,no,low,Pro shop (631) 669-2340 | Long Island region | Suffolk County | Source sheet verification: NO_ONLINE
Fishers Island Club,,Fishers Island,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Friar's Head,,Baiting Hollow,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Gardiner's Bay Country Club,,Shelter Island,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Great Rock Golf Club,,Wading River,,Public,https://www.greatrockgolf.com/,,,no,low,Pro shop (631) 886-2950 | Long Island region | Suffolk County | Source sheet verification: Private
Gull Haven Golf Club,,Central Islip,,Executive/Par-3,https://gullhavengolf.com/,foreup,https://foreupsoftware.com/index.php/booking/index/19106,yes,high,Pro shop (631) 436-6059 | 9-hole executive (par 35); Town of Islip municipal; ForeUp via own site | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Hampton Hills Golf & Country Club,,Westhampton Beach,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Hay Harbor Club,,Fishers Island,,Private,https://hayharborclub.com/,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Heartland Golf Park,,Edgewood,,Executive/Par-3,https://www.heartlandgolfpark.com/,,,no,low,Pro shop (631) 352-2595 | Long Island region | Suffolk County | Source sheet verification: NO_ONLINE
Heatherwood Golf Club,,Centereach,,Executive/Par-3,,golfnow,https://www.golfnow.com/tee-times/facility/6044-heatherwood-golf-club,yes,high,"18-hole executive (par 60); daily-fee; Chronogolf listing + GolfNow 6044 — No working own website found (heatherwoodgolf.com DNS fail); chronogolf + GolfNow 6044 listings unconfirmed; host blocked — Chronogolf listing is a phone-only placeholder (browser-confirmed); engine may have migrated, own-site check pending — No course website found; live GolfNow facility 6044 is the online booking channel; Chronogolf listing was a dead placeholder | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Holbrook Country Club,,Holbrook,,Municipal,https://holbrookccgolf.com/,foreup,https://foreupsoftware.com/index.php/booking/index/19107,yes,high,Pro shop (631) 467-3417 | 18 holes; Town of Islip municipal; ForeUp via own site | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Huntington Country Club,,Huntington,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Huntington Crescent Club,,Huntington,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Indian Hills Country Club,,Fort Salonga,,Private,https://www.indianhillscc.net/,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Indian Island Country Club,,Riverhead,,Municipal,https://indianislandcountryclub.com/,other:webtrac,https://nysuffolkctyweb.myvscloud.com/webtrac/web/search.html?module=GR,yes,high,Pro shop (631) 727-7776 | 18 holes; Suffolk County course; own site 'make a reservation' links to Suffolk County WebTrac; Green Key card | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Island's End Golf & Country Club,,Greenport,,Public,https://islandsendgolf.com/,teesnap,https://islandsendgolf.teesnap.net/,yes,high,18 holes; daily-fee; Teesnap booking page (islandsendgolf.teesnap.net); approx coords | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Laurel Links Country Club,,Laurel,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Long Island National Golf Club,,Riverhead,,Public,https://www.linationalgc.com/,teeitup,https://www.teeitup.com/golf/teetime.m?c=11901,yes,high,18 holes; Troon-managed public (Rees Jones); legacy TeeItUp link + Chronogolf listing; own site (Jonas) book link not surfaced — Troon-managed public; classic TeeItUp link confirmed as course booking page via TeeItUp directory; sandbox render robots-blocked | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Maidstone Club,,East Hampton,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Middle Island Country Club,,Middle Island,,Public,https://www.middleislandcc.com/,teeitup,https://middle-island-country-club.book.teeitup.golf,yes,high,Pro shop (631) 924-3000 | 27 holes (Spruce/Oak/Dogwood); daily-fee; Chronogolf listing + GolfNow 4953 — Own site links to TeeItUp (18-hole riding online; call 631-924-3000 for walking) | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Mill Pond Golf Course,,Medford,,Public,https://www.golfatmillpond.com/,teeitup,https://mill-pond-golf-course.book.teeitup.com/,yes,high,Pro shop (631) 732-8249 | 9 holes; daily-fee; TeeItUp via golfatmillpond.com/tee-times; approx coords | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Montauk Downs State Park Golf Course,,Montauk,,Public,https://montaukdownsgolfcourse.com/,foreup,https://foreupsoftware.com/index.php/booking/19756/2436,yes,high,Pro shop (631) 668-1100 | 18 holes; NYS state park (RTJ design); ForeUp via montaukdownsgolfcourse.com | Long Island region | Suffolk County | Source sheet verification: VERIFIED
National Golf Links of America,,Southampton,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Nissequogue Golf Club,,Saint James,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
North Fork Country Club,,Cutchogue,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Northport Golf Course,,Northport,,Public,https://northportgolfcourse.com/,,,no,low,Pro shop (631) 261-8000 | Long Island region | Suffolk County | Source sheet verification: NO_ONLINE
Noyac Golf Club,,Sag Harbor,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Pine Hills Country Club,,Manorville,,Public,https://pinehillsccgolf.com/,chronogolf,https://chronogolf.com/club/10733,yes,high,18 holes; daily-fee; own site pinehillsccgolf.com/booking + Chronogolf app; own link not directly loaded — Booking page loads a Noteefy widget broken by GTM; underlying tee-sheet engine host not surfaced; needs browser render — Own booking page widget loads Chronogolf club 10733 | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Port Jefferson Country Club at Harbor Hills,,Port Jefferson,,Semi-Private,https://www.portjeffcc.com/,chronogolf,https://www.chronogolf.com/club/port-jefferson-country-club-at-harbor-hills,yes,high,"Pro shop (631) 285-1814 | 18 holes; Village of Port Jefferson (members/residents); Chronogolf listing, own link not confirmed — Own site (portjeffcc.com) shows no online booking; members/residents; chronogolf listing blocked; pro shop 631-285-1814 — Live Chronogolf member portal confirmed in browser; private club | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Poxabogue Golf Center,,Sagaponack,,Executive/Par-3,https://www.poxgolf.com/,teeitup,https://poxabogue-golf-center.book.teeitup.com/,yes,high,Pro shop (631) 537-0025 | 9-hole executive; Town of Southampton-owned (excludes driving range); Chronogolf listing; approx coords — Own tee-times page links to TeeItUp booking subdomain | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Quogue Field Club,,Quogue,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
RC Links at West Sayville Golf Course,,West Sayville,,Municipal,https://westsayvillegolf.com/,other:webtrac,https://nysuffolkctyweb.myvscloud.com/webtrac/web/search.html?module=GR,yes,high,Pro shop (631) 567-1704 | 18 holes; Suffolk County course (concessionaire RC); own site links to county WebTrac; Green Key card | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Rock Hill Golf & Country Club,,Manorville,,Public,https://rockhillgolfclub.com/,foreup,https://foreupsoftware.com/index.php/booking/20662,yes,high,"18 holes; daily-fee; Chronogolf listing; own site JS-driven, book host not confirmed — Own site Book a Tee Time links to ForeUp booking 20662; overrides prior Chronogolf guess | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Rolling Oaks Golf Course,,Rocky Point,,Executive/Par-3,https://www.golfrollingoaks.com/,teeitup,https://rolling-oaks-golf-course-2.book.teeitup.com,yes,high,9-hole executive/par-3; daily-fee; open per 2026 reviews; online booking not confirmed — Own tee-times page links to TeeItUp; overrides prior phone-only guess | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Sag Harbor State Golf Course,,Sag Harbor,,Public,https://parks.ny.gov/visit/golf-courses/sag-harbor-state-golf-course,,,no,low,Pro shop (631) 725-2503 | Long Island region | Suffolk County | Source sheet verification: NO_ONLINE
Sandy Pond Links,,Riverhead,,Executive/Par-3,https://sandypondlinks.com/,,,no,low,Pro shop (631) 660-8368 | Long Island region | Suffolk County | Source sheet verification: NO_ONLINE
Sebonack Golf Club,,Southampton,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Shelter Island Country Club (Goat Hill),,Shelter Island,,Municipal,https://www.shelterislandcc.org/,teeitup,https://shelter-island-country-club.book.teeitup.com,yes,high,Pro shop (631) 749-0416 | 9 holes; Town of Shelter Island-owned (Goat Hill); island seasonal; booking channel not confirmed; approx coords — Own site (shelterislandcc.org) is phone-only (631-749-5404/0416); GolfNow facility 15822 marketplace listing exists but not confirmed as course own engine — /tee-times embeds TeeItUp engine on GolfNow-powered own site | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Shinnecock Hills Golf Club,,Southampton,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Smithtown Landing Country Club,,Smithtown,,Municipal,https://www.smithtownlandingcc.com/,teeitup,https://smithtown-landing-country-club.book.teeitup.com/,yes,high,18-hole regulation; Town of Smithtown municipal; TeeItUp via own site | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Smithtown Landing Par-3,,Smithtown,,Executive/Par-3,https://www.smithtownlandingcc.com/,teeitup,https://smithtown-landing-country-club.book.teeitup.com/,yes,high,9-hole par-3 short course at Smithtown Landing; shares Town of Smithtown TeeItUp sheet | Long Island region | Suffolk County | Source sheet verification: VERIFIED
South Fork Country Club,,Amagansett,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Southampton Golf Club,,Southampton,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Southward Ho Country Club,,Bay Shore,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Spring Lake Golf Club - Sandpiper,,Middle Island,,Executive/Par-3,https://www.springlakegolfclub.com/,clubcaddie,https://www.springlakegolfclub.com/golf/tee-times,yes,high,"9-hole executive at Spring Lake; same facility as Thunderbird; Chronogolf listing — Same facility as Thunderbird; own tee-times page JS redirect; chronogolf host blocked — Chronogolf listing is a phone-only placeholder (browser-confirmed); engine may have migrated, own-site check pending — Own site has a live /golf/tee-times booking page (engine TBD) — Same Spring Lake Club Caddie booking engine covers Sandpiper 9; migrated off Chronogolf | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
Spring Lake Golf Club - Thunderbird,,Middle Island,,Public,https://www.springlakegolfclub.com/,clubcaddie,https://www.springlakegolfclub.com/golf/tee-times,yes,high,"18-hole championship course; daily-fee; Chronogolf listing + GolfNow 10050; own link not confirmed — Own tee-times page is a JS redirect; chronogolf + GolfNow 10050 listings; host blocked so unconfirmed — Chronogolf listing is a phone-only placeholder (browser-confirmed); engine may have migrated, own-site check pending — Own site has a live /golf/tee-times booking page (engine TBD) — Own Tee Times page embeds Club Caddie engine (apimanager-cc37.clubcaddie.com) plus a Club Caddie mobile app; migrated off Chronogolf | Long Island region | Suffolk County | Source sheet verification: VERIFIED"
St. George's Golf & Country Club,,East Setauket,,Semi-Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
Stonebridge Golf Links & Country Club,,Smithtown,,Semi-Private,https://www.stonebridgeglcc.com/,teeitup,https://stonebridge-golf-links-and-country-club.book.teeitup.golf/,yes,high,18 holes; semi-private; Chronogolf listing + GolfNow 4766 — Own site Book Now links to TeeItUp | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Sunken Meadow State Park Golf Course,,Kings Park,,Public,https://parks.ny.gov/visit/golf-courses/sunken-meadow-state-park-golf-course-governor-alfred-e-smith,foreup,https://foreupsoftware.com/index.php/booking/19766/2437,yes,high,27 holes (Blue/Green/Red nines); NYS state park (Gov Alfred E Smith); ForeUp; approx coords | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Swan Lake Golf Club,,Manorville,,Public,https://swanlakegolf.com/,chronogolf,https://www.chronogolf.com/club/swan-lake-golf-club,yes,high,Pro shop (631) 369-1818 | 18 holes; daily-fee; Chronogolf listing + GolfNow 8622; own link not confirmed — Own site book button is JS href=# with app-based booking; chronogolf + GolfNow 8622 listings; host blocked — Live Chronogolf; real tee times shown in browser (from $45) | Long Island region | Suffolk County | Source sheet verification: VERIFIED
Tallgrass Golf Course,,Shoreham,,Closed,,,,no,low,Long Island region | Suffolk County | Source sheet verification: NO_ONLINE
The Bridge,,Bridgehampton,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
The Hamlet Golf & Country Club at Willow Creek,,Mount Sinai,,Private,,,,no,low,Long Island region | Suffolk County | Source sheet verification: Private
The Hamlet Golf & Country Club at Wind Watch,,Hauppauge,,Resort,https://www.invitedclubs.com/clubs/wind-watch-golf-country-club,teeitup,https://wind-watch-golf-and-country-club.book.teeitup.com/?course=4748,yes,high,Pro shop (631) 232-9850 | 18 holes; ClubCorp-owned; adjacent Marriott/Courtyard; member & resort play; online booking not confirmed — Invited (ClubCorp) club; own Book Now links to TeeItUp; public tee times available | Long Island region | Suffolk County | Source sheet verification: VERIFIED
