Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
The Links at Lang Farm,,Essex Junction,,Executive/Par-3,https://linksatlangfarm.com/,chronogolf,https://www.chronogolf.com/club/the-links-at-lang-farm,yes,high,Pro shop (802) 878-0298 | 18-hole short/par-3 style course at 39 Essex Way; rated a Top 25 Par 3 Course in New England. Lightspeed-built website with live tee sheet. | Northwest / Champlain Valley region | Source sheet verification: VERIFIED
Lake Morey Country Club,,Fairlee,,Resort,https://www.lakemoreyresort.com/,other:tee-on,https://admin.teeon.com/portal/lakemorey/teetimes/lakemorey,yes,high,"Pro shop (800) 423-1211 | 18 holes, par 70, 6,024 yds at Lake Morey Resort; opened 1929, redesigned 1989, host of the Vermont Open for 50+ years. | Upper Valley / Connecticut River region | Tee-On confirmed as the ONLY live channel. Both alternatives were probed and are dead: lakemoreycc.teesnap.net serves teesnap's parked-tenant page ('Be right back.'), and the chronogolf listing lake-morey-inn-resort is UNCLAIMED (club 14600 resolves with 3 courses but returns 0 slots on every date). No adapter reads Tee-On, so this is book-on-their-site | Source sheet verification: VERIFIED"
Wilcox Cove Golf Course,,Grand Isle,,Executive/Par-3,,,,no,medium,"Pro shop (802) 372-8343 | 9-hole short course at Wilcox Cove Cottages on Lake Champlain; walking course, no driving range. Golf included with cottage rentals. | Northwest / Champlain Valley region | Source sheet verification: UNVERIFIED"
Mountain View Country Club,,Greensboro,,Semi-Private,https://www.mvccvt.com/,,,no,high,"Pro shop (802) 533-7477 | 9 holes, par 35, plus clay tennis and pickleball. Site directs guest play to the pro shop by phone; only CourtReserve (racquets) is online. | Northeast Kingdom region | Source sheet verification: Verified"
Cedar Knoll Country Club,,Hinesburg,,Public,https://www.cedarknollgolf.com/,foreup,https://foreupsoftware.com/index.php/booking/21788#/teetimes,yes,high,"Pro shop (802) 482-3186 | 27 holes at 13020 Route 116 - Chittenden County's largest public facility (North, West and South nines). | Northwest / Champlain Valley region | Source sheet verification: VERIFIED"
Jay Peak Golf Club,,Jay,,Resort,https://www.jaypeakresort.com/summer/golf,teeitup,https://jay-peak-resort.book.teeitup.com/,yes,high,Pro shop (802) 988-4653 | 18-hole championship course at Jay Peak Resort designed by Graham Cooke; open daily 7am-7pm in season. | Northeast Kingdom region | Source sheet verification: VERIFIED
West Bolton Golf Club,,Jericho,,Public,https://www.westboltongolfclub.com/,teesnap,https://westboltongolfclub.teesnap.net/,yes,high,"Pro shop (802) 434-4321 | 18-hole public course in the Bolton Valley/Jericho area; casual, affordable mountain-valley layout. | Northwest / Champlain Valley region | Source sheet verification: VERIFIED"
Green Mountain National Golf Course,,Killington,,Semi-Private,https://greenmountainnationalgolf.com/,golfback,https://golfback.com/#/course/a7269ef8-751b-4ba6-90df-2d74e4cd2796,yes,high,"Pro shop (802) 422-4653 | 18 holes on Barrows-Towne Rd, Gene Bates design; repeatedly voted Vermont's No. 1 public course. Booking is an on-site widget; underlying platform not identifiable. | Central Vermont region | UPGRADED from the sheet's 'Course website (embedded widget)/UNVERIFIED'. The sheet's URL gmngc.com does NOT RESOLVE (NXDOMAIN 2026-08-13); the live site is greenmountainnationalgolf.com and it books on GolfBack. Verified live - 44 slots for +7d, $90, 18/9 holes. NOTE two golfback uuids exist: a7269ef8 is the PUBLIC course (carried) and 657115b1 is 'Green Mountain National - Members Only' (deliberately NOT carried). Its chronogolf listing green-mountain-national-golf-club-vermont is UNCLAIMED - club 14581 resolves but returns 0 slots on every date probed, so tagging chronogolf would have published a permanent silent zero | Source sheet verification: Verified"
Killington Golf Course,,Killington,,Resort,https://www.killington.com/plan-your-trip/summer-activities/golf,teeitup,https://killington-golf-course.book.teeitup.com/,yes,high,"Pro shop (802) 422-6700 | 18 holes, 6,186 yds, par 72, Geoffrey Cornish design at 2,000 ft; season mid-May to mid-Oct. Separate passholder site: killington-passholder.book.teeitup.com. 2025 opening delayed by flooding. | Central Vermont region | Source sheet verification: VERIFIED"
Fox Run Golf Club,,Ludlow,,Public,https://www.foxrungolfclubvt.com/,clubprophet,https://foxrunvt.cps.golf/,yes,high,"Pro shop (802) 228-1396 | 18-hole heathland-style course at 77 Okemo Ridge Rd, Steve Durkee design opened 1999; Okemo Mountain Resort (Vail). No public tee sheet URL confirmed. | Southern Vermont region | cps.golf tenant foxrunvt confirmed (sheet mislabels platform TeeItUp; the URL itself is ClubProphet). Formerly Okemo Valley Golf Club. | Source sheet verification: UNVERIFIED"
Okemo Valley Golf Club,,Ludlow,,Resort,https://www.okemo.com/,,,no,high,RENAMED - now Fox Run Golf Club (see Fox Run Golf Club row; cps.golf tenant foxrunvt). Kept as a tombstone so the old name is not re-added. | Southern Vermont region | Source sheet verification: Changed Name
Ekwanok Country Club,,Manchester,,Private,https://www.ekwanok.com/,,,no,high,"Pro shop (802) 362-2220 | Founded 1899 at 3262 Main St; one of America's great early inland courses, long associated with Walter Travis. Strictly private. | Southern Vermont region | Source sheet verification: PRIVATE"
Manchester Country Club,,Manchester,,Semi-Private,https://www.mccvt.com/,,,no,high,Pro shop (802) 362-3148 | 18-hole championship course at 229 Beech St with dramatic elevation changes; hosted the 2021 New England Senior Amateur. Tee times by phone. | Southern Vermont region | Source sheet verification: Private
The Golf Club at Equinox,,Manchester Village,,Resort,https://www.equinoxresort.com/southern_vt_golf/,teeitup,https://the-golf-club-at-equinox.book.teeitup.com/,yes,high,Pro shop (802) 362-7870 | 18 holes at the Equinox Resort; 1927 Walter Travis design restored/redesigned by Rees Jones. Formerly Gleneagles at the Equinox. | Southern Vermont region | Source sheet verification: VERIFIED
Ralph Myhre Golf Course,,Middlebury,,University,https://www.ralphmyhregolfcourse.com/,teesnap,http://ralphmyhre.teesnap.net,yes,high,Pro shop (802) 443-5125 | 18 holes owned and operated by Middlebury College and open to the public; first hole redesigned by architect and Middlebury alumnus Ron Prichard. | Northwest / Champlain Valley region | Source sheet verification: VERIFIED
Arrowhead Golf Course,,Milton,,Public,https://www.arrowheadvt.com/,,,no,medium,Pro shop (802) 893-0234 | 9-hole public course in Milton; listed in the Chronogolf directory but no live tee sheet confirmed. Website blocked automated retrieval. | Northwest / Champlain Valley region | Source sheet verification: Phone Only
Montpelier Elks Country Club,,Montpelier,,Closed,,,,no,high,9-hole course opened 1902; closed permanently in November 2020. City of Montpelier acquired the land for mixed-income housing (up to ~530 units). | Central Vermont region | Source sheet verification: CLOSED
Copley Country Club,,Morrisville,,Semi-Private,https://www.copleycountryclub.com/,foreup,https://foreupsoftware.com/index.php/booking/21058/6668#/teetimes,yes,high,"Pro shop (802) 888-3013 | 9 holes at 441 Copley Country Club Rd; land deeded by Alexander Hamilton Copley in 1932, once sharing the site with Morrisville's airport. | Stowe & Lamoille region | Source sheet verification: VERIFIED"
Ryder Brook Golf Club,,Morrisville,,Public,https://www.ryderbrookgc.com/,chronogolf,https://www.chronogolf.com/club/ryder-brook-golf-course,yes,high,Pro shop (802) 888-3525 | 9 holes at 3266 LaPorte Rd; also listed in Chronogolf as 'Farms Resort Golf Club'. Chronogolf page currently says to call for tee times. | Stowe & Lamoille region | Source sheet verification: verified
Newport Country Club,,Newport,,Semi-Private,https://www.newportscountryclub.com/,foreup,https://foreupsoftware.com/index.php/booking/20930/6256#teetimes,yes,high,"Pro shop (802) 334-2391 | 18 holes, par 72, with views over Lake Memphremagog; billed as the Northeast Kingdom's hidden gem. | Northeast Kingdom region | Source sheet verification: VERIFIED"
Stonehedge Golf Course,,North Clarendon,,Executive/Par-3,https://www.facebook.com/StonehedgeGolfCourse/,other:fullslate,https://stonehedgegolfcourse3.fullslate.com/,yes,high,"Short course near Rutland that also offers FootGolf. Scheduler page exists at FullSlate but could not be loaded to confirm a live golf tee sheet. FullSlate booking widget. | Central Vermont region | FullSlate appointment scheduling (stonehedgegolfcourse3.fullslate.com), not a golf tee-sheet engine. Nothing to scrape | Source sheet verification: verified"
Northfield Country Club,,Northfield,,Semi-Private,https://northfieldcountryclub.net/,,,no,medium,"Pro shop (802) 485-4515 | 9 holes, USGA-rated, near Norwich University; bentgrass greens and fairways. Former domain northfieldcountryclub.com now redirects off-site, so no live web presence confirmed. | Central Vermont region | Source sheet verification: UNVERIFIED"
Orleans Country Club,,Orleans,,Semi-Private,https://www.orleanscc.com/,teesnap,https://orleanscc.teesnap.net/,yes,high,Pro shop (802) 754-2333 | 18 holes; historic Northeast Kingdom club founded in 1928. | Northeast Kingdom region | Source sheet verification: VERIFIED
Proctor-Pittsford Country Club,,Pittsford,,Semi-Private,https://www.proctor-pittsford.com/,chronogolf,https://www.chronogolf.com/club/proctor-pittsford,yes,high,"Pro shop (802) 483-9379 | 18 holes, 6,048-6,069 yds, par 70 at 311 Country Club Dr; opened 1927 as 9 holes (F. Ray Keyser Jr.), expanded to 18 in 1989. | Central Vermont region | Source sheet verification: VERIFIED"
Country Club of Barre,,Plainfield,,Private,https://www.ccofbarre.com/,,,no,high,"Pro shop (802) 476-7658 | 18-hole private club in the hills between Barre and Plainfield; mailing address listed as 142 Drake Rd, East Montpelier. Some directories list the town as Plainfield. | Central Vermont region | Source sheet verification: PRIVATE"
Lake St. Catherine Country Club,,Poultney,,Semi-Private,https://lakestcatherinecountryclub.com/,,,no,high,"Pro shop (802) 287-9341 | 18 holes, ~6,200 yds at 2395 VT Route 30; originally 9 holes, expanded in the mid-1990s. Fairways Grille on site. No online tee sheet. | Central Vermont region | Source sheet verification: PRIVATE"
The Quechee Club,,Quechee,,Private,https://www.quecheeclub.com/,,,no,high,"Pro shop (802) 295-9356 | 36 holes - the Highland and Lakeland courses - within a 6,000-acre private four-season community in Hartford/Quechee. Members and Quechee Lakes property owners only. | Upper Valley / Connecticut River region | Source sheet verification: PRIVATE"
Montague Golf Club,,Randolph,,Semi-Private,https://www.montaguegolf.com/,teesnap,https://montaguegolf.teesnap.net,yes,high,"Pro shop (802) 728-3806 | 18 holes, ~6,300 yds, established 1913 along the Third Branch of the White River; adjacent Three Stallion Inn. Monty's Bar & Grill on site. | Central Vermont region | Source sheet verification: VERIFIED"
Richford Country Club,,Richford,,Semi-Private,https://richfordcountryclu.wixsite.com/richfordcountryclub2,,,no,medium,"Pro shop (802) 848-3527 | Small club on Golf Course Rd near the Quebec border; usually listed as 9 holes, though Chronogolf's record shows 18. No online tee sheet. | Northwest / Champlain Valley region | Source sheet verification: NO_ONLINE"
White River Golf Club,,Rochester,,Public,http://whiterivergolf.com/,,,no,medium,9-hole walking course at 3070 VT Route 100 S; volunteer-maintained and open to the public. Site directs bookings to Facebook or phone. Phone not published online. | Central Vermont region | Source sheet verification: NO_ONLINE
Rutland Country Club,,Rutland,,Private,https://www.rutlandcountryclub.com/,,,no,high,"Pro shop (802) 773-7061 | 18 holes at 275 Grove St; a highly regarded Wayne Stiles and John Van Kleek design, consistently ranked among Vermont's top three courses. | Central Vermont region | Source sheet verification: PRIVATE"
Kwiniaska Golf Club,,Shelburne,,Semi-Private,https://www.kwiniaska.com/,foreup,https://foreupsoftware.com/index.php/booking/19054#/login,yes,high,Pro shop (802) 985-3672 | 18 holes redesigned by P.B. Dye after half the original property was sold to Snyder Homes in 2016 for residential development. | Northwest / Champlain Valley region | Source sheet verification: VERIFIED
Vermont National Country Club,,South Burlington,,Private,https://vermontnational.com/,,,no,high,Pro shop (802) 864-7770 | 18-hole Jack Nicklaus Signature design at 1227 Dorset St - the first Nicklaus Signature course in New England. Member login only. | Northwest / Champlain Valley region | Source sheet verification: PRIVATE
Apple Island Resort Golf Course,,South Hero,,Executive/Par-3,https://appleislandgolf.com/,foreup,https://foreupsoftware.com/index.php/booking/18731/453#/teetimes,yes,high,Pro shop (802) 372-9600 | 9-hole par-3 course at Apple Island Resort on Lake Champlain in the Champlain Islands; open to the public. | Northwest / Champlain Valley region | Source sheet verification: VERIFIED
Crown Point Country Club,,Springfield,,Semi-Private,https://www.crownpointcountryclub.com/,teeitup,https://crown-point-country-club.book.teeitup.com,yes,high,Pro shop (802) 885-1010 | 18 holes designed by William Mitchell and built 1952-53; member-owned but sells public tee times. Booking engine powered by GolfNow/Golf Channel Solutions. Booking URL corrected: club website is not the tee sheet; live sheet is the TeeItUp tenant. | Southern Vermont region | Source sheet verification: UPDATED
Rocky Ridge Golf Club,,St. George,,Public,https://www.rockyridge.com/,golfback,https://golfback.com/#/course/2d4cff0b-a82c-46ba-a704-03534b942881,yes,high,Pro shop (802) 482-2191 | 18-hole par-72 championship layout about 20 minutes from downtown Burlington; public with membership options. | Northwest / Champlain Valley region | Source sheet verification: VERIFIED
St. Johnsbury Country Club,,St. Johnsbury,,Semi-Private,https://golfstjcc.com/,chronogolf,https://www.chronogolf.com/club/st-johnsbury-country-club,yes,high,"Pro shop (802) 748-9894 | 18 holes at 4357 Memorial Dr; 2026 season opened April 25. Sister course to Pine Lakes Golf Club in Palm Coast, FL. | Northeast Kingdom region | Source sheet verification: VERIFIED"
Stamford Valley Golf Course,,Stamford,,Public,https://stamfordvalleygolf.com/,,,no,high,"Pro shop (802) 694-9144 | 9 holes, 2,955 yds, opened 1964 (designer Stan Lawrence) in Vermont's far southwest corner. No online booking found; club website unreachable (TLS error). | Southern Vermont region | Source sheet verification: verified"
Stowe Country Club,,Stowe,,Private,https://stowecountryclub.com/,,,no,high,"Pro shop (802) 760-4653 | 18 holes rebuilt 2024-25 by Beau Welling Design, full course reopening summer 2026. Converted from public (since 1950) to a private club; very limited guest play and Spruce Peak resort-guest access. | Stowe & Lamoille region | Source sheet verification: Verified"
The Mountain Course at Spruce Peak,,Stowe,,Private,https://www.sprucepeak.com/play/mountain-golf/,,,no,high,"Pro shop (802) 282-4625 | 18-hole Bob Cupp design above 1,800 ft (Stowe Mountain Club); reserved for club members and guests with a qualifying stay at Spruce Peak. Reservations via resort pre-arrival team. | Stowe & Lamoille region | Source sheet verification: PRIVATE"
West Hills Golf Course,,Stowe,,Public,,,,no,medium,"Small 9-hole course listed in the VTGA club directory and major course databases; no website, phone or online booking located, and current operating status could not be confirmed. | Stowe & Lamoille region | Source sheet verification: ?"
Stratton Mountain Country Club,,Stratton Mountain,,Resort,https://www.stratton.com/things-to-do/activities/stratton-golf,teeitup,https://stratton-mountain-resort-golf-club.book.teeitup.com/?course=8522,yes,high,"Pro shop (802) 297-4000 | 27 holes (Forest, Mountain, Lake nines) designed by Geoffrey Cornish at Stratton Mountain Resort in Winhall; host of six LPGA tournaments. | Southern Vermont region | Source sheet verification: VERIFIED"
Champlain Country Club,,Swanton,,Semi-Private,https://www.champlaincountryclub.com/,foreup,https://foreupsoftware.com/index.php/booking/20721#/teetimes,yes,medium,"Pro shop (802) 527-1187 | 18 holes on Route 7 between Swanton and St. Albans; often listed under either town. Chronogolf record confirms no online tee sheet. | Northwest / Champlain Valley region | ForeUp portal confirmed live 2026-08-31 (booking/20721, ""Champlain Country Club - Online Booking""); booking UI asks for an account, times via the foreup API to be confirmed by first scrape. Sheet platform label TeeItUp is a mislabel. | Source sheet verification: verified"
The Golf Club at Basin Harbor,,Vergennes,,Resort,https://www.basinharborgolf.com/,chronogolf,https://www.chronogolf.com/club/basin-harbor-golf-club,yes,high,"Pro shop (802) 505-1110 | 18 holes at 47 Links Lane, part of Basin Harbor Resort on Lake Champlain; live tee sheet with real-time course condition notices. | Northwest / Champlain Valley region | Source sheet verification: VERIFIED"
Woodchuck Golf,,Waitsfield,,Public,http://www.woodchuckgolf.com/,other:acuity,https://woodchuckgolf.as.me/schedule/2c60fd04/appointment/23190596/calendar/5572049,yes,high,"Quirky, low-key 9-hole course in the Mad River Valley; celebrated its 18th season in 2024. VTGA member. No published phone or online booking found. | Central Vermont region | Source sheet verification: verified"
Sugarbush Resort Golf Club,,Warren,,Resort,https://www.sugarbush.com/summer/golf-club,teeitup,https://sugarbush-resort-golf-club.book.teeitup.com/?course=19581,yes,high,Pro shop (802) 583-6725 | 18-hole Robert Trent Jones Sr. mountain course (par 70) in the Mad River Valley within the Green Mountain National Forest; renovated clubhouse. | Central Vermont region | ALIAS UPDATE 2026-08-31: BOTH teeitup aliases now resolve; sugarbush-resort-golf-club/course 19581 shows the fuller sheet (47 slots for 09-01) vs sugarbush-golf-club/5033 (19). Switched to the fuller alias per the manual review; the 08-13 404 no longer reproduces. | Source sheet verification: VERIFIED
Blush Hill Country Club,,Waterbury,,Public,https://www.blushhillcountryclub.com/,teesnap,https://blushhillcountryclub.teesnap.net/,yes,high,"Pro shop (802) 244-8974 | 9-hole public course overlooking the Winooski valley, in operation for more than 80 years; on the Stowe/Waterbury corridor. | Stowe & Lamoille region | Source sheet verification: VERIFIED"
Country Club of Vermont,,Waterbury Center,,Private,https://www.countryclubvt.com/,,,no,high,"Pro shop (802) 244-1800 | 18-hole private club at 2800 Country Club Rd between Waterbury and Stowe; membership-based, no public tee times. | Stowe & Lamoille region | Source sheet verification: PRIVATE"
Mount Snow Golf Club,,West Dover,,Resort,https://www.mountsnow.com/,quick18,https://mountsnow.quick18.com/teetimes/searchmatrix,yes,high,"Pro shop (802) 464-4254 | 18-hole Geoffrey Cornish design opened 1970 at Mount Snow Resort (Vail). The resort's long-running golf school shut down in 2020, but the course still operates seasonally. | Southern Vermont region | Source sheet verification: VERIFIED"
Catamount Country Club,,Williston,,Public,https://catamount-countryclub.com/,,,no,medium,"Pro shop (802) 878-7227 | Marty Keene-designed course opened c.2000-02 at 1400 Mountain View Rd. A 138-unit housing development broke ground on the property in 2023, cutting the course to roughly three holes; banquet facility continues. | Northwest / Champlain Valley region | Source sheet verification: Phone Only"
Williston Golf Club,,Williston,,Semi-Private,https://www.willistongolfclub.com/,golfrev,https://www.golfrev.com/go/tee_times/?htc=369&courseid=4076&r=1,yes,high,"Pro shop (802) 878-3747 | Long-established Chittenden County club; website is Cybergolf-hosted with CG Marketing Systems online shop. Guest and member tee-time pages exist but no direct live tee sheet URL was exposed. | Northwest / Champlain Valley region | UPGRADED from the sheet's 'Cybergolf/UNVERIFIED': Cybergolf's tee-time engine IS golfrev, and the club's own guest page links straight to it. Verified live 2026-08-13 - 2 slots served for today at $38.00 (htc 369, courseid 4076) | Source sheet verification: verified"
Hermitage Golf Club at Haystack Mountain,,Wilmington,,Private,https://www.hermitageclub.com/,,,no,high,"Pro shop (802) 275-4225 | 18-hole Desmond Muirhead design opened 1972 as Haystack Golf Club; now part of the private, members-only Hermitage Club (~400 member families) at Haystack Mountain. | Southern Vermont region | Source sheet verification: PRIVATE"
Sitzmark Golf Course,,Wilmington,,Executive/Par-3,,,,no,medium,"Pro shop (802) 464-3384 | 18-hole par-54 executive course (2,000 yds) at Sitzmark Lodge on E Dover Rd, built 1979 by Robert Miller and Charles Rotollo. Seasonal May-Oct; recent operating status not confirmed. | Southern Vermont region | Source sheet verification: Phone Only"
John P. Larkin Country Club,,Windsor,,Public,https://www.johnplarkincc.com/,teesnap,https://johnplarkingolf.teesnap.net/,yes,high,"Pro shop (802) 674-6491 | 9 holes open to the public seven days a week, 10am to dusk; memberships available. One of the Upper Valley's oldest municipal-style clubs. | Upper Valley / Connecticut River region | Source sheet verification: VERIFIED"
Woodbury Golf Course,,Woodbury,,Executive/Par-3,https://woodburygolf.com/,,,no,medium,"Pro shop 802-424-7058 | 9-hole par-3 course atop East Hill Rd in South Woodbury, holes 116-185 yds with bentgrass greens. Site states tee times are not required; walk-on play. | Central Vermont region | Source sheet verification: Phone Only"
Woodstock Country Club,,Woodstock,,Resort,https://www.woodstockinn.com/do/things-to-do/golf/the-course,tenfore,https://fox.tenfore.golf/Woodstockresort,yes,high,"Pro shop (800) 448-7900 | 18 holes, par 70, Robert Trent Jones Sr. design at the Woodstock Inn & Resort; ranked among Golf Magazine's top 100 golf resorts. | Upper Valley / Connecticut River region | golfCourseID 16581 resolved from GetGolfCourseByVanity for vanity 'Woodstockresort' (returns name 'Woodstock Inn & Resort') and pinned in TENFORE_IDS 2026-08-13; without the pin the row sits at needs_ids because the id is not in the URL | Source sheet verification: VERIFIED"
