state,slug,lat,lng
NY,brentwood-country-club,40.7845,-73.2431
NY,bretton-woods-country-club,40.878,-72.996
NY,brierwood-country-club,42.7185,-78.83
NY,brighton-park-golf-course,43.005169,-78.845114
NY,bristol-harbour-golf-club,42.754728,-77.335303
NY,broadacres-golf-club,41.043,-73.946
NY,brook-lea-country-club,43.1165,-77.7015
NY,brookfield-country-club,42.984716,-78.662141
NY,brookhaven-golf-course,43.184303,-73.891157
NY,brookville-country-club,40.8226,-73.6021
NY,brookwoods-country-club,43.214114,-77.283353
NY,brunswick-greens-golf-course,42.753,-73.576
NY,brynwood-golf-and-country-club,41.143925,-73.683892
NY,buffalo-tournament-club,42.9,-78.62
NY,burden-lake-country-club,42.591696,-73.550295
NY,byrncliff-golf-resort,42.763752,-78.375104
NY,caledonia-country-club,42.973704,-77.8447
NY,calverton-links,40.91,-72.7452
NY,camillus-country-club,43.047609,-76.304688
NY,canadarago-golf-club,42.858,-75.03
NY,canajoharie-country-club,42.9041,-74.5682
NY,canandaigua-country-club,42.872879,-77.255956
NY,canasawacta-country-club,42.56736,-75.543632
NY,cantiague-park-golf-course,40.7652,-73.5506
NY,capital-hills-at-albany,42.649537,-73.822686
NY,cardinal-hills-golf-course,42.162,-78.9767
NY,carthage-country-club,43.975,-75.615
NY,casolwood-golf-course,43.0875,-75.7789
NY,casperkill-golf-club,41.6499,-73.9269
NY,cassadaga-country-club,42.34089,-79.326702
NY,castile-country-club,42.63,-78.053
NY,catatonk-golf-course,42.1831,-76.3125
NY,cattaraugus-country-club,42.323,-78.87
NY,cazenovia-golf-club,42.929,-75.851
NY,cazenovia-golf-course,42.841,-78.809
NY,cedar-lake-golf-club,42.885,-75.19
NY,cedar-river-golf-club,43.781,-74.266
NY,cedarbrook-club,40.818,-73.612
NY,cedars-golf-club,41.013,-72.487
NY,cedarvale-golf-club,42.945,-76.285
NY,centennial-golf-club,41.4308,-73.6525
NY,centerpointe-country-club,42.923285,-77.326725
NY,century-country-club,41.032239,-73.739172
NY,chautauqua-golf-club-hill-course,42.21,-79.465
NY,chautauqua-golf-club-lake-course,42.21,-79.465
NY,chemung-golf-course,42.0141,-76.5946
NY,chenango-valley-state-park-golf-course,42.299134,-75.743485
NY,cherry-creek-golf-links,40.9584,-72.6804
NY,cherry-valley-club,40.7214,-73.6443
NY,chestnut-hill-country-club,42.901097,-78.392341
NY,christman-s-windham-house-mountain-course,42.3042,-74.2807
NY,christman-s-windham-house-valley-course,42.3042,-74.2807
NY,christopher-morley-park-golf-course,40.7894,-73.6663
NY,churchville-golf-course,43.114396,-77.897044
NY,clayton-country-club,44.2381,-76.0768
NY,clearview-park-golf-course,40.7858,-73.7742
NY,clifton-knolls-executive-golf-course,42.8484,-73.8072
NY,clifton-springs-country-club,42.972,-77.14
NY,cobble-hill-golf-course,44.2165,-73.592
NY,cobblestone-creek-country-club,42.99,-77.455
NY,cobleskill-golf-country-club,42.6779,-74.4853
NY,cold-spring-country-club,40.856,-73.434
NY,college-hill-golf-course,41.7102,-73.9188
NY,colonial-acres-golf-course,42.601717,-73.797003
NY,colonial-country-club,42.1957,-74.1287
NY,colonial-ridge-golf-course,42.5572,-75.1632
NY,colonial-springs-golf-club,40.736,-73.401
NY,colonie-country-club,42.656,-73.928
NY,concord-crest-golf-course,42.550783,-78.579022
NY,conesus-golf-club,42.7226,-77.68
NY,conklin-players-club,42.025326,-75.800163
NY,copake-country-club,42.1526,-73.6001
NY,corning-country-club,42.1242,-77.0119
NY,cortland-country-club,42.623556,-76.192788
NY,country-club-of-buffalo,42.9647,-78.7196
NY,country-club-of-ithaca,42.465193,-76.477044
NY,country-club-of-rochester,43.13242,-77.533199
NY,country-club-of-troy,42.730173,-73.610827
NY,crab-meadow-golf-course,40.9168,-73.3326
NY,crag-burn-golf-club,42.79,-78.598
NY,cragie-brae-golf-club,43.036117,-77.796881
NY,craig-wood-golf-course,44.2649,-73.953
NY,crestwood-golf-club,43.1614,-75.2961
NY,cronin-s-golf-resort,43.4916,-73.7703
NY,crooked-pines-golf-club,43.049588,-77.3598
NY,dande-farms-country-club,43.047512,-78.488528
NY,deepdale-golf-club,40.7873,-73.6551
NY,deerfield-country-club,43.19,-77.92
NY,deerwood-golf-course,43.037559,-78.828486
NY,delaware-park-golf-course,42.932667,-78.852213
NY,delhi-college-golf-course,42.2539,-74.9258
NY,dellwood-country-club,41.16,-73.995
NY,delta-knolls-golf-course,43.28,-75.44
NY,diamond-hawk-golf-course,42.876,-78.72
NY,dimmock-hill-golf-course,42.1956,-75.9436
NY,dinsmore-golf-course,41.859,-73.9166
NY,dix-hills-park-golf-course,40.8146,-73.32
NY,dogwood-knolls-golf-course,41.5982,-73.8202
NY,doral-arrowwood-golf-course,41.037459,-73.708354
NY,double-black-diamond-golf-course,42.263499,-78.679166
NY,douglaston-golf-course,40.7552,-73.7285
NY,drumlins-country-club,43.020758,-76.105532
NY,dunwoodie-golf-course,40.933236,-73.876128
NY,durand-eastman-golf-course,43.227456,-77.572227
NY,dutch-hollow-country-club,42.885,-76.49
NY,dutcher-golf-course,41.5566,-73.5947
NY,dyker-beach-golf-course,40.6176,-74.0199
NY,e-donald-conroy-golf-course,40.7037,-73.3178
NY,eagle-crest-golf-club,42.891219,-73.821948
NY,eagle-vale-golf-course,43.119551,-77.441509
NY,east-aurora-country-club,42.772324,-78.623538
NY,eden-valley-golf-course,42.599842,-78.841831
NY,edgewood-golf-course,42.5607,-75.131
NY,eisenhower-park-golf-blue-course,40.7242,-73.5668
NY,eisenhower-park-golf-red-course,40.7242,-73.5668
NY,eisenhower-park-golf-white-course,40.7242,-73.5668
NY,elkdale-country-club,42.207049,-78.75319
NY,elm-tree-golf-course,42.583302,-76.203618
NY,elma-meadows-golf-course,42.822932,-78.605853
NY,elmira-country-club,42.08049,-76.849611
NY,elmwood-country-club,41.034685,-73.825781
NY,ely-park-municipal-golf-course,42.1211,-75.9221
NY,emerald-crest-golf-club,43.358772,-76.280238
NY,en-joie-golf-club,42.092283,-76.079846
NY,endwell-greens-golf-club,42.1463,-76.0123
NY,engineers-country-club,40.8229,-73.6426
NY,erie-falcon-golf-and-recreation,43.049868,-77.08595
NY,evergreen-country-club,42.53,-73.735
NY,evergreen-golf-course,42.047,-78.247
NY,evergreen-hills-golf-course,43.414371,-76.528062
NY,fairways-of-halfmoon,42.901282,-73.711144
NY,falkirk-estate-and-country-club,41.3396,-74.1061
NY,fallsview-golf-course-at-honor-s-haven,41.697,-74.4021
NY,farview-golf-course,42.883661,-77.767525
NY,fenway-golf-club,41.002006,-73.763096
NY,fillmore-golf-club,42.689684,-76.408381
NY,fire-fox-golf-course,42.2772,-76.021
NY,fishers-island-club,41.2665,-71.953
NY,fishkill-golf-course-and-driving-range,41.5149,-73.8918
NY,flushing-meadows-pitch-and-putt,40.7388,-73.8425
NY,ford-hill-country-club,42.3166,-75.9856
NY,forest-park-golf-course,40.6957,-73.8633
NY,fox-valley-golf-club,42.870968,-78.591426
NY,frear-park-golf-course,42.746,-73.664
NY,french-woods-golf-and-country-club,41.9259,-75.1793
NY,fresh-meadow-country-club,40.7741,-73.712
NY,friar-s-head,40.965,-72.736
NY,garden-city-country-club,40.7247,-73.6644
NY,garden-city-golf-club,40.7248,-73.6444
NY,gardiner-s-bay-country-club,41.085,-72.335
NY,genegantslet-golf-club,42.277408,-75.8119
NY,genesee-valley-golf-course-north-course,43.113409,-77.652053
NY,genesee-valley-golf-course-south-course,43.113409,-77.652053
NY,geneva-country-club,42.833399,-76.979484
NY,glen-cove-golf-club,40.8897,-73.6234
NY,glen-head-country-club,40.8361,-73.6189
NY,glen-oak-golf-course,43.050983,-78.713337
NY,glen-oaks-club,40.7549,-73.5879
NY,glenarbor-golf-club,41.221,-73.66
NY,glennwood-golf-course,43.282857,-76.080098
NY,glens-falls-country-club,43.3504,-73.678
NY,golden-oaks-golf-club,42.0391,-75.6191
NY,gowanda-country-club,42.4626,-78.9359
NY,grandview-farms-golf-course,42.3156,-76.1097
NY,grandview-golf-club,42.64,-79.01
NY,great-rock-golf-club,40.9527,-72.82
NY,green-acres-golf-club,41.955,-74.025
NY,green-lakes-state-park-golf-course,43.059864,-75.971416
NY,green-ridge-golf-club,41.3599,-74.5181
NY,greenview-country-club,43.284999,-76.079176
NY,greystone-golf-club,43.164096,-77.312793
NY,grossinger-country-club,41.775,-74.72
NY,grover-cleveland-golf-course,42.961688,-78.808055
NY,gull-haven-golf-club,40.7744,-73.1974
NY,hales-mills-country-club,43.0172,-74.3172
NY,hamilton-college-golf-course,43.0569,-75.4101
NY,hampshire-country-club,40.933541,-73.734791
NY,hampton-hills-golf-country-club,40.848,-72.635
NY,hanah-country-resort-golf-course,42.1785,-74.6052
NY,hancock-golf-course,41.9616,-75.2895
NY,harbor-links-golf-course-championship,40.8244,-73.6679
NY,harbor-links-golf-course-executive,40.8244,-73.6679
NY,harbour-pointe-country-club,43.362,-78.205
NY,hardwood-hills-golf-course,42.1872,-75.3684
NY,harlem-valley-golf-club,41.648,-73.562
NY,hay-harbor-club,41.262,-72.017
NY,heartland-golf-park,40.792,-73.288
NY,heatherwood-golf-club,40.9021,-73.0715
NY,hempstead-golf-and-country-club,40.7037,-73.6334
NY,hiawatha-trails-golf-course,42.7,-73.908
NY,hickory-hill-golf-course,41.2458,-74.3338
NY,hickory-ridge-golf-country-club,43.234799,-78.094066
NY,hidden-valley-golf-club,43.1314,-75.319
NY,highland-meadows-golf-country-club,44.01,-75.83
NY,highland-park-golf-club,42.9434,-76.5366
NY,highlands-country-club,41.3718,-73.9467
NY,hiland-golf-club,43.3567,-73.642
NY,hillendale-golf-course,42.434719,-76.610558
NY,holbrook-country-club,40.7967,-73.0601
NY,holland-meadows-golf-course,43.0459,-74.2425
NY,hollow-brook-golf-club,41.318573,-73.894066
NY,hollybrook-country-club,42.2264,-76.4903
NY,hornell-country-club,42.3509,-77.6578
NY,hudson-hills-golf-course,41.200624,-73.825279
NY,hudson-national-golf-club,41.193,-73.899
NY,huntington-country-club,40.8889,-73.4445
NY,huntington-crescent-club,40.871,-73.409
NY,hyde-park-golf-course,43.107036,-79.012462
NY,indian-hills-country-club,40.9177,-73.3084
NY,indian-island-country-club,40.9224,-72.6277
NY,inlet-golf-club,43.7426,-74.7781
NY,inness,41.795,-74.23
NY,inwood-country-club,40.6215,-73.7485
NY,irondequoit-country-club,43.108092,-77.516658
NY,ischua-valley-country-club,42.34,-78.46
NY,island-s-end-golf-country-club,41.093,-72.3555
NY,ives-hill-country-club,43.9677,-75.9263
NY,james-baird-state-park-golf-course,41.6909,-73.8053
NY,joseph-davis-state-park-golf-course,43.19,-79.03
NY,kanon-valley-country-club,43.09,-75.66
NY,king-ferry-golf-course,42.6617,-76.654
NY,kingsboro-golf-club,43.0693,-74.337
NY,kissena-golf-course,40.7422,-73.8037
NY,knickerbocker-country-club,42.541755,-75.899465
NY,knollwood-country-club,41.049071,-73.8027
NY,la-tourette-golf-course,40.5806,-74.1524
NY,lafayette-country-club,43.0,-76.105
NY,lake-isle-country-club,40.964877,-73.809313
NY,lake-osiris-country-club,41.5799,-74.164
NY,lake-placid-club-links-course,44.2824,-73.9783
NY,lake-placid-club-mountain-course,44.2824,-73.9783
NY,lake-placid-club-pristine-9,44.2824,-73.9783
NY,lake-pleasant-golf-course,43.475,-74.415
NY,lake-shore-country-club,43.264787,-77.626339
NY,lake-success-golf-club,40.7668,-73.7067
NY,lakeside-country-club,42.637872,-77.070474
NY,lancaster-country-club,42.769,-78.614
NY,langbrook-meadows-golf-country-club,44.5198,-75.6978
NY,laurel-links-country-club,40.998,-72.562
NY,lawrence-yacht-and-country-club,40.6097,-73.7283
NY,le-roy-country-club,42.980648,-77.967926
NY,leatherstocking-golf-course,42.7035,-74.9266
NY,leewood-golf-club,40.967835,-73.814408
NY,lido-golf-club,40.5887,-73.6338
NY,lima-golf-and-country-club,42.873,-77.6083
NY,little-falls-municipal-golf-course,43.061,-74.8599
NY,liverpool-golf-and-public-country-club,43.11963,-76.205227
NY,livingston-country-club,42.804137,-77.776268
NY,lochmor-golf-course,41.775,-74.66
NY,lockport-town-country-club,43.185272,-78.757076
NY,locust-hill-country-club,43.087411,-77.56385
NY,long-island-national-golf-club,40.9675,-72.6484
NY,mahopac-golf-and-beach-club,41.388,-73.7324
NY,maidstone-club,40.9528,-72.1732
NY,majestic-hills-golf-course,42.656429,-77.285987
NY,malone-golf-club-east-course,44.8223,-74.2759
NY,malone-golf-club-west-course,44.8223,-74.2759
NY,maple-hill-golf-club,42.482373,-76.017595
NY,maple-moor-golf-course,41.002182,-73.727987
NY,maplehurst-country-club,42.055,-79.16
NY,marine-park-golf-course,40.6048,-73.9172
NY,mark-twain-golf-course,42.138089,-76.827995
NY,massena-country-club,44.918,-74.858
NY,mccann-memorial-golf-course,41.6727,-73.9138
NY,mcconnellsville-golf-course,43.2705,-75.6856
NY,mcgregor-links-country-club,43.134157,-73.752427
NY,meadow-brook-club,40.792,-73.5401
NY,meadowbrook-golf-course,43.0388,-76.5832
NY,merrick-road-park-golf-course,40.6496,-73.558
NY,metropolis-country-club,41.039128,-73.804553
NY,middle-island-country-club,40.8487,-72.9364
NY,midvale-country-club,43.117779,-77.461671
NY,mill-creek-golf-club,43.035115,-77.834824
NY,mill-pond-golf-course,40.81,-72.986
NY,mill-river-club,40.8484,-73.5734
NY,mill-road-acres-golf-course,42.742,-73.757
NY,millbrook-golf-and-tennis-club,41.7847,-73.662
NY,minisceongo-golf-club,41.195,-74.045
NY,mohansic-golf-course,41.268771,-73.805255
NY,mohawk-golf-club,42.798692,-73.892631
NY,mohawk-river-country-club,42.848303,-73.877468
NY,mohonk-mountain-house-golf-course,41.7789,-74.1249
NY,monroe-country-club,41.3148,-74.1817
NY,monroe-golf-club,43.097169,-77.498682
NY,montauk-downs-state-park-golf-course,41.0471,-71.9327
NY,moon-brook-country-club,42.120286,-79.241009
NY,mosholu-golf-course,40.8822,-73.882
NY,mount-kisco-country-club,41.181364,-73.738196
NY,mountain-top-golf-course,42.6863,-75.4358
NY,nassau-country-club,40.8623,-73.6337
NY,natali-s-c-way-resort-golf-club,44.2221,-76.1228
NY,national-golf-links-of-america,40.916,-72.452
NY,new-paltz-golf-course,41.7602,-74.0858
NY,new-york-country-club,41.153,-74.043
NY,newark-valley-golf-club,42.2533,-76.1761
NY,newman-municipal-golf-course,42.469,-76.515
NY,niagara-falls-country-club,43.162232,-79.037556
NY,niagara-frontier-country-club,43.23,-78.96
NY,niagara-orleans-country-club,43.213,-78.476
NY,nick-stoner-golf-course,43.1568,-74.4866
NY,nickerson-beach-pitch-and-putt,40.5919,-73.6089
NY,nissequogue-golf-club,40.888,-73.169
NY,normanside-country-club,42.63798,-73.819783
NY,north-fork-country-club,41.0072,-72.4897
NY,north-hempstead-country-club,40.8111,-73.6779
NY,north-hills-country-club,40.7836,-73.6797
NY,north-shore-country-club,40.8298,-73.639
NY,north-woodmere-park-golf-course,40.6436,-73.734
NY,northport-golf-course,40.899,-73.348
NY,noyac-golf-club,40.969,-72.334
NY,oak-hill-country-club-east-course,43.1064,-77.5289
NY,oak-hill-country-club-west-course,43.1064,-77.5289
NY,oak-run-golf-club,43.14,-78.65
NY,old-hickory-golf-club,42.814743,-77.651323
NY,old-oaks-country-club,41.041357,-73.715326
NY,old-westbury-golf-and-country-club,40.798,-73.5966
NY,oliver-d-appleton-golf-course,44.596,-75.162
NY,oneida-community-golf-club,43.095,-75.65
NY,oneonta-country-club,42.472,-75.09
NY,onondaga-golf-and-country-club,43.028,-76.005
NY,orange-county-golf-club,41.436,-74.372
NY,orchard-creek-golf-club,42.716,-74.03
NY,orchard-park-country-club,42.753473,-78.74732
NY,orchard-valley-golf-club,42.892031,-76.105024
NY,oswego-country-club,43.437477,-76.490047
NY,otsego-golf-club,42.833,-74.85
NY,ouleout-creek-golf-course,42.3887,-75.0903
NY,owasco-country-club,42.905,-76.515
NY,paramount-country-club,41.1741,-73.9874
NY,park-country-club,42.978583,-78.750002
NY,parkview-fairways-golf-club,42.928173,-77.423061
NY,partridge-run-golf-country-club,44.6141,-75.1705
NY,patriot-hills-golf-club,41.2246,-74.0276
NY,peek-n-peak-resort-lower-course,42.0057,-79.7349
NY,peek-n-peak-resort-upper-course,42.0057,-79.7349
NY,pelham-bay-golf-course,40.8722,-73.8066
NY,pelham-country-club,40.896944,-73.8009
NY,penfield-country-club,43.152905,-77.450002
NY,peninsula-golf-club,40.6635,-73.4588
NY,perinton-golf-and-country-club,43.109589,-77.441709
NY,philip-j-rotella-memorial-golf-course,41.1979,-74.0332
NY,pine-brook-golf-club,43.0425,-74.3569
NY,pine-hills-country-club,40.86,-72.79
NY,pine-hollow-country-club,40.8401,-73.5457
NY,pinehaven-country-club,42.718,-73.923
NY,pinnacle-state-park-golf-course,42.094,-77.2134
NY,pioneer-hills-golf-course,43.017,-73.9545
NY,piping-rock-club,40.8598,-73.5919
NY,plandome-country-club,40.8097,-73.6957
NY,pompey-club,42.906,-76.028
NY,port-bay-golf-club,43.268004,-76.817381
NY,port-jefferson-country-club-at-harbor-hills,40.9632,-73.0536
NY,potsdam-town-country-club,44.7215,-74.984
NY,pound-ridge-golf-club,41.179654,-73.566536
NY,powelton-club,41.5236,-74.0142
NY,poxabogue-golf-center,40.935,-72.279
NY,putnam-county-golf-course,41.3859,-73.7597
NY,quaker-hill-country-club,41.572,-73.562
NY,quaker-ridge-golf-club,40.96593,-73.761446
NY,quogue-field-club,40.813,-72.59
NY,radisson-greens-golf-course,43.199097,-76.296462
NY,rainbow-golf-club,42.4109,-74.0229
NY,ravenwood-golf-club,42.994096,-77.397405
NY,rc-links-at-west-sayville-golf-course,40.7279,-73.0984
NY,red-hook-golf-club,41.981,-73.8274
NY,reservoir-creek-golf-club,42.604638,-77.41409
NY,ricci-meadows-golf-course,43.32,-78.23
NY,richmond-county-country-club,40.5879,-74.1041
NY,ridgemont-country-club,43.226567,-77.659143
NY,rip-van-winkle-country-club,42.1753,-74.0233
NY,river-course-at-louisville-landing,44.982,-74.915
NY,river-oaks-golf-club,43.022242,-78.900835
NY,river-run-ii-golf-links,42.0885,-75.8245
NY,riverbend-golf-course,42.5756,-75.3353
NY,robert-trent-jones-golf-course-at-cornell,42.465,-76.468
NY,rock-hill-golf-country-club,40.8486,-72.7748
NY,rockaway-hunting-club,40.6309,-73.7294
NY,rockland-country-club,41.0189,-73.9156
NY,rockland-lake-state-park-golf-course-championship,41.145,-73.933
NY,rockland-lake-state-park-golf-course-executive,41.145,-73.933
NY,rockville-links-club,40.6773,-73.6322
NY,rogues-roost-golf-club,43.15,-75.985
NY,rolling-hills-country-club,42.9601,-74.2675
NY,rolling-oaks-golf-course,40.945,-72.9521
NY,rome-country-club,43.235,-75.49
NY,roscoe-mountain-club,41.9298,-74.9248
NY,rothland-golf-course,43.011435,-78.534619
NY,rye-golf-club,40.965,-73.687
NY,sacandaga-golf-club,43.2217,-74.1698
NY,sadaquada-golf-club,43.14,-75.32
NY,sag-harbor-state-golf-course,40.9975,-72.318
NY,saint-bonaventure-university-golf-club,42.079,-78.479
NY,salem-golf-club,41.353903,-73.577163
NY,salmon-creek-country-club,43.200986,-77.853703
NY,sands-point-golf-club,40.8566,-73.7218
NY,sandy-pond-links,40.916,-72.648
NY,saranac-inn-golf-country-club,44.2925,-74.269
NY,saranac-lake-golf-club,44.324,-74.145
NY,saratoga-golf-and-polo-club,43.084927,-73.801174
NY,saratoga-lake-golf-club,42.97993,-73.728934
NY,saratoga-national-golf-club,43.069795,-73.745429
NY,saratoga-spa-state-park-golf-course-championship,43.054057,-73.798358
NY,saratoga-spa-state-park-golf-course-executive,43.054057,-73.798358
NY,sauquoit-knolls-golf-club,42.997,-75.235
NY,saxon-woods-golf-course,40.977505,-73.75941
NY,scarsdale-golf-club,41.011048,-73.797321
NY,scenic-farms-golf-course,41.2908,-74.4697
NY,schenectady-municipal-golf-course,42.791517,-73.90333
NY,schroon-lake-golf-course,43.834,-73.762
NY,schuyler-meadows-club,42.735,-73.76
NY,scott-s-corners-golf-course,41.51,-74.24
NY,scott-s-golf-course,42.0356,-75.4491
NY,sebonack-golf-club,40.92,-72.461
NY,seneca-lake-country-club,42.822171,-76.980372
NY,seven-oaks-golf-club,42.823,-75.534
NY,shadow-lake-executive-course,43.14968,-77.475326
NY,shadow-lake-golf-course,43.14968,-77.475326
NY,shadow-pines-golf-club,43.156,-77.446
NY,shaker-ridge-country-club,42.728737,-73.796775
NY,shamrock-golf-and-country-club,43.1681,-75.3647
NY,shawangunk-golf-course,41.7093,-74.4032
NY,shawnee-country-club,43.12086,-78.968553
NY,shelridge-country-club,43.19,-78.37
NY,shelter-island-country-club,41.068,-72.348
NY,shepard-hills-golf-course,42.002909,-76.55334
NY,sheridan-park-golf-course,42.984955,-78.897549
NY,shinnecock-hills-golf-club,40.8988,-72.428
NY,shorewood-country-club,42.462544,-79.379055
NY,sidney-golf-and-country-club,42.2964,-75.3911
NY,silo-ridge-field-club,41.833,-73.585
NY,silver-creek-golf-club,42.900239,-76.844438
NY,silver-lake-country-club,42.7115,-78.0206
NY,silver-lake-golf-course,40.6214,-74.0976
NY,siwanoy-country-club,40.929,-73.8235
NY,skaneateles-country-club,42.92,-76.455
NY,skenandoa-club,43.06,-75.39
NY,skene-valley-country-club,43.5565,-73.3858
NY,sleepy-hollow-country-club,41.124153,-73.861725
NY,smithtown-landing-country-club,40.8823,-73.2115
NY,smithtown-landing-par-3,40.8823,-73.2115
NY,soaring-eagles-golf-club,42.209,-76.8325
NY,sodus-bay-heights-golf-club,43.253516,-76.989391
NY,somers-national-golf-club,41.33932,-73.702835
NY,somers-pointe-golf-club,41.327983,-73.687303
NY,sonyea-golf-course,42.6772,-77.837
NY,south-fork-country-club,40.977,-72.137
NY,south-hills-country-club,42.065,-79.26
NY,south-park-golf-course,42.836,-78.8215
NY,south-shore-country-club,42.746146,-78.861345
NY,south-shore-golf-course,40.5498,-74.2006
NY,southampton-golf-club,40.901,-72.418
NY,southern-dutchess-country-club,41.517,-73.943
NY,southward-ho-country-club,40.7009,-73.2767
NY,split-rock-golf-course,40.8722,-73.8066
NY,spook-rock-golf-course,41.1272,-74.098
NY,sprain-lake-golf-course,40.9636,-73.84846
NY,spring-lake-golf-club-sandpiper,40.8699,-72.9573
NY,spring-lake-golf-club-thunderbird,40.8699,-72.9573
NY,springbrook-greens-golf-course,43.3237,-76.6856
NY,springville-country-club,42.508968,-78.679621
NY,st-andrew-s-golf-club,40.989119,-73.846671
NY,st-george-s-golf-country-club,40.9207,-73.1108
NY,st-johnsville-municipal-golf-course,43.0001,-74.6774
NY,st-lawrence-state-park-golf-course,44.6304,-75.5837
NY,stadium-golf-club,42.780228,-73.915277
NY,stafford-country-club,42.977,-78.09
NY,stamford-golf-club,42.432879,-74.62375
NY,stone-creek-golf-club,43.396086,-76.589774
NY,stone-dock-golf-club,41.818,-74.128
NY,stonebridge-golf-links-country-club,40.8271,-73.2179
NY,stonehedges-country-club,42.57,-76.4
NY,stony-ford-golf-course,41.481,-74.246
NY,storm-king-golf-club,41.4287,-74.0295
NY,streamside-rv-park-and-golf-course,43.507068,-76.109906
NY,sugar-hill-golf-course,42.335,-79.447
NY,sullivan-county-golf-and-country-club,41.795,-74.755
NY,sunken-meadow-state-park-golf-course,40.9095,-73.256
NY,sunningdale-country-club,41.008298,-73.82545
NY,sunny-hill-resort-golf-course,42.3689,-74.0069
NY,sunnycrest-golf-course,43.0693,-76.1075
NY,swan-lake-golf-and-country-club,41.748,-74.7971
NY,swan-lake-golf-club,40.8912,-72.8058
NY,sweetland-pines-golf-course,42.556,-78.276
NY,tallgrass-golf-course,40.956,-72.902
NY,tam-o-shanter-country-club,40.8143,-73.5665
NY,tamaqua-golf-course,41.3528,-74.5319
NY,tamarack-golf-club,43.48161,-76.458157
NY,tan-tara-golf-club,43.06434,-78.805424
NY,tanner-valley-golf-course,42.965,-76.152
NY,taranwould-golf-course,43.087652,-77.135625
NY,tarry-brae-golf-course,41.72,-74.64
NY,tee-bird-golf-course,43.2614,-73.6197
NY,terry-hills-golf-course,43.004222,-78.142439
NY,teugega-country-club,43.275,-75.485
NY,the-bridge,40.952,-72.307
NY,the-cavalry-club,43.043,-75.98
NY,the-country-club-at-otterkill,41.465,-74.2273
NY,the-creek,40.8853,-73.5995
NY,the-edison-club,42.85337,-73.881596
NY,the-elms-golf-course,43.665355,-76.169355
NY,the-garrison,41.3845,-73.9124
NY,the-golf-club-at-mansion-ridge,41.3019,-74.184
NY,the-golf-club-at-middle-bay,40.6302,-73.623
NY,the-golf-club-of-newport,43.1809,-75.0461
NY,the-hamlet-golf-country-club-at-willow-creek,40.933,-73.0298
NY,the-hamlet-golf-country-club-at-wind-watch,40.8129,-73.1764
NY,the-lazy-swan-golf-and-country-club,42.1167,-73.9646
NY,the-links-at-erie-village,43.105,-76.07
